303,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,299,303,303,303,303,303,303,303,303,303,303,303,303,300,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,266,294,294,283,294,293,293,293,293,293,293,283,293,265,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,266,-1,-1,277,-1,-1,-1,-1,-1,-1,-1,277,-1,265,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,266,-1,-1,-1,299,302,303,-1,-1,303,304,-1,-1,265,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,266,-1,-1,-1,297,264,63,66,-1,64,267,-1,-1,265,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,266,-1,-1,-1,297,265,-1,-1,-1,-1,297,-1,-1,265,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,266,-1,-1,-1,297,265,26,-1,-1,26,297,-1,-1,265,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,266,-1,-1,-1,297,265,-1,-1,-1,-1,297,-1,-1,265,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,266,-1,-1,-1,297,265,26,-1,-1,26,297,-1,-1,265,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,266,-1,-1,-1,297,270,303,303,303,303,271,-1,-1,265,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,266,302,303,303,263,293,294,294,294,294,267,-1,-1,265,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,295,293,294,294,301,-1,-1,-1,-1,-1,266,-1,-1,265,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,299,303,303,303,303,303,271,-1,-1,270,303,303,303,303,303,300,-1,-1
-1,-1,-1,-1,-1,-1,266,293,293,283,293,292,63,66,-1,64,291,293,293,283,293,265,-1,-1
-1,-1,-1,-1,-1,-1,266,-1,-1,277,-1,-1,-1,-1,-1,-1,-1,-1,-1,277,-1,265,-1,-1
-1,-1,-1,-1,-1,-1,266,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,265,-1,-1
-1,-1,-1,-1,-1,-1,266,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,265,-1,-1
-1,-1,-1,-1,-1,-1,266,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,265,-1,-1
-1,-1,-1,-1,-1,-1,266,302,303,303,303,303,303,303,303,303,303,303,303,303,304,265,-1,-1
-1,-1,-1,-1,-1,-1,295,294,294,294,294,294,294,294,294,294,294,294,294,294,294,296,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,303
